-27.465981,153.019191
-27.466015,153.019361
-27.466111,153.019855
-27.466187,153.020457
-27.46626,153.020793
-27.466368,153.021026
-27.466695,153.021589
-27.466752,153.021722
-27.467011,153.022326
-27.466999,153.022336
-27.466988,153.022348
-27.466979,153.022359
-27.466973,153.022371
-27.466967,153.022382
-27.466964,153.022397
-27.466962,153.022416
-27.466964,153.022435
-27.466967,153.022453
-27.466976,153.022471
-27.466986,153.022484
-27.466997,153.022495
-27.467012,153.022505
-27.467025,153.022511
-27.467036,153.022514
-27.467049,153.022514
-27.467059,153.022513
-27.467072,153.022511
-27.467085,153.022507
-27.467096,153.022501
-27.467224,153.022719
-27.46743,153.022923
-27.467672,153.02311
-27.467756,153.023211
-27.467996,153.023499
-27.467996,153.023499
-27.468037,153.023548
-27.468657,153.024186
-27.468741,153.024283
-27.468734,153.02429
-27.468728,153.024297
-27.468722,153.02431
-27.468717,153.024327
-27.468715,153.024339
-27.468715,153.024353
-27.468718,153.02437
-27.468721,153.024382
-27.468733,153.024403
-27.468743,153.024412
-27.468754,153.024421
-27.468766,153.024427
-27.468784,153.024431
-27.468796,153.024431
-27.468804,153.024429
-27.468813,153.024427
-27.468823,153.024423
-27.46883,153.024419
-27.468917,153.024563
-27.469135,153.024767
-27.469606,153.025236
-27.469708,153.025257
-27.470328,153.024442
-27.4709,153.023684
-27.471515,153.022868
-27.471565,153.022706
-27.471595,153.022656
-27.471633,153.022574
-27.47166,153.022404
-27.472834,153.020147
-27.472972,153.019898
-27.473241,153.019451
-27.473688,153.018618
-27.473948,153.018267
-27.474007,153.018187
-27.474202,153.017846
-27.474202,153.017846
-27.474261,153.017743
-27.474317,153.017709
-27.474358,153.017705
-27.474403,153.017709
-27.474482,153.017755
-27.474792,153.01797
-27.475382,153.01843
-27.475857,153.018768
-27.476268,153.01906
-27.477558,153.019975
-27.4777,153.020076
-27.477989,153.020223
-27.478318,153.020391
-27.479342,153.02108
-27.479626,153.021272
-27.479719,153.021325
-27.480572,153.021817
-27.480681,153.021892
-27.481056,153.022149
-27.481056,153.022149
-27.481161,153.022222
-27.481401,153.022385
-27.481495,153.022425
-27.481651,153.02249
-27.481933,153.022645
-27.482127,153.022797
-27.482277,153.023018
-27.48247,153.02336
-27.482614,153.023665
-27.482694,153.023935
-27.48279,153.024295
-27.483209,153.026479
-27.483415,153.02683
-27.483752,153.02719
-27.484345,153.027855
-27.484396,153.027998
-27.484432,153.02817
-27.484472,153.028378
-27.484472,153.028378
-27.484517,153.028621
-27.484816,153.030593
-27.48488,153.031078
-27.48497,153.031463
-27.485074,153.0318
-27.485159,153.032027
-27.485261,153.032242
-27.485375,153.032367
-27.48549,153.032463
-27.485628,153.03256
-27.485794,153.032609
-27.486273,153.032557
-27.486607,153.032546
-27.48695,153.032597
-27.487412,153.032772
-27.487815,153.032933
-27.488061,153.033019
-27.488409,153.033118
-27.489308,153.033296
-27.490279,153.033557
-27.490948,153.033813
-27.491343,153.034023
-27.491771,153.034355
-27.491846,153.034413
-27.492219,153.034814
-27.49266,153.035378
-27.49306,153.035906
-27.493206,153.036094
-27.493565,153.036466
-27.494506,153.037273
-27.49535,153.037925
-27.49597,153.038361
-27.496956,153.039215
-27.497026,153.039277
-27.497249,153.039468
-27.497249,153.039468
-27.497287,153.039502
-27.497324,153.039534
-27.497545,153.039736
-27.497872,153.039898
-27.498508,153.040124
-27.498822,153.040175
-27.498779,153.040365
-27.498714,153.040499
-27.498634,153.040576
-27.498422,153.040629
-27.498232,153.040651
-27.498063,153.0407
-27.497913,153.040713
-27.497586,153.040776
-27.497422,153.040876
-27.497339,153.040956
-27.497247,153.041137
-27.497175,153.041359
-27.497135,153.041625
-27.497129,153.041876
-27.497185,153.042157
-27.49727,153.04246
-27.497644,153.043542
-27.497748,153.043977
-27.497885,153.044636
-27.497885,153.044636
-27.497897,153.044698
-27.498013,153.045386
-27.498152,153.04653
-27.498191,153.047705
-27.498207,153.047978
-27.498257,153.048159
